asset_id,asset_code,asset_name,district,structure_length_m,route_class,lanes_count,bridge_age_years,transfer_scope,evidence_completeness_percent,health_score,health_status,rul_years,rul_status,confidence_score,confidence_status,model_variant,risk_score,risk_level,prediction_status,abstention_reason,model_scope,why_predicted_json,recommendations_json,temporal_test_roc_auc,temporal_test_pr_auc,temporal_test_brier,temporal_test_ece
214,AP_BR_OSM_W45068997,Unnamed Road Bridge - OSM 45068997,,214.62,HIGH_CAPACITY,3.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
215,AP_BR_OSM_W47414450,Unnamed Rail Bridge - OSM 47414450,,531.19,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
216,AP_BR_OSM_W51774884,Durga Temple Road,,64.0,ARTERIAL,2.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
217,AP_BR_OSM_W56683928,Howrah–Chennai main line (Godavari Arch Bridge),,2759.33,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
218,AP_BR_OSM_W56683933,Howrah - Chennai Main Line,,138.74,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
219,AP_BR_OSM_W56683934,Howrah–Chennai main line (Godavari Bridge),,2886.01,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
220,AP_BR_OSM_W58614320,Unnamed Road Bridge - OSM 58614320,,416.74,HIGH_CAPACITY,3.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
221,AP_BR_OSM_W58614326,Anakapalli Main Road,,719.47,ARTERIAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
222,AP_BR_OSM_W59991150,Unnamed Aqueduct Bridge - OSM 59991150,,601.69,,,,NO_HIGHWAY_CLASS,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
223,AP_BR_OSM_W62826655,Jaggayyapeta - Wyra Road,,780.45,ARTERIAL,2.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
224,AP_BR_OSM_W66763306,Unnamed Rail Bridge - OSM 66763306,,766.1,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
225,AP_BR_OSM_W66763316,Vatsavai - Penuganchiprolu Road,,756.47,ARTERIAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
226,AP_BR_OSM_W77770450,Unnamed Rail Bridge - OSM 77770450,,563.58,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
227,AP_BR_OSM_W77770452,Pulivendula-Tadipatri Road,,565.53,ARTERIAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
228,AP_BR_OSM_W80253639,Tenali - Narakoduru Road,,492.91,ARTERIAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
229,AP_BR_OSM_W85132314,Unnamed Road Bridge - OSM 85132314,,1306.06,HIGH_CAPACITY,2.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
230,AP_BR_OSM_W90800089,Unnamed Rail Bridge - OSM 90800089,,73.47,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
231,AP_BR_OSM_W90800129,Port Main Road Flyover,,1705.56,ARTERIAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
232,AP_BR_OSM_W90821557,Unnamed Rail Bridge - OSM 90821557,,60.36,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
233,AP_BR_OSM_W90821588,Unnamed Rail Bridge - OSM 90821588,,60.53,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
234,AP_BR_OSM_W90829916,Unnamed Pedestrian Bridge - OSM 90829916,,94.0,OTHER,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
235,AP_BR_OSM_W90829927,Unnamed Pedestrian Bridge - OSM 90829927,,132.65,OTHER,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
236,AP_BR_OSM_W91559451,Unnamed Road Bridge - OSM 91559451,,2580.37,HIGH_CAPACITY,2.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
237,AP_BR_OSM_W91559461,Unnamed Road Bridge - OSM 91559461,,394.29,HIGH_CAPACITY,2.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
238,AP_BR_OSM_W92192391,Howrah - Chennai Main Line,,749.59,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
239,AP_BR_OSM_W92192394,Nellore Bypass,,881.82,HIGH_CAPACITY,3.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
240,AP_BR_OSM_W92192399,Unnamed Road Bridge - OSM 92192399,,754.28,ARTERIAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
241,AP_BR_OSM_W97032099,Unnamed Road Bridge - OSM 97032099,,114.78,COLLECTOR,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
242,AP_BR_OSM_W97032104,SHAR Road,,13.88,COLLECTOR,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
243,AP_BR_OSM_W97032148,Unnamed Road Bridge - OSM 97032148,,23.42,LOCAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
244,AP_BR_OSM_W97032159,Unnamed Road Bridge - OSM 97032159,,63.15,COLLECTOR,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
245,AP_BR_OSM_W97032162,SHAR Road,,13.25,COLLECTOR,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
246,AP_BR_OSM_W97032221,Unnamed Road Bridge - OSM 97032221,,16.03,LOCAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
247,AP_BR_OSM_W97032233,Unnamed Road Bridge - OSM 97032233,,75.5,LOCAL,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
248,AP_BR_OSM_W97032248,Unnamed Road Bridge - OSM 97032248,,89.73,COLLECTOR,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
249,AP_BR_OSM_W97032273,Unnamed Road Bridge - OSM 97032273,,17.24,COLLECTOR,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
250,AP_BR_OSM_W97471765,Unnamed Rail Bridge - OSM 97471765,,2754.7,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
251,AP_BR_OSM_W97471800,Unnamed Pedestrian Bridge - OSM 97471800,,132.5,OTHER,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
252,AP_BR_OSM_W97689841,Unnamed Pedestrian Bridge - OSM 97689841,,66.65,OTHER,,,HIGHWAY_TRANSFER_CANDIDATE,50.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
253,AP_BR_OSM_W97689881,Unnamed Rail Bridge - OSM 97689881,,900.02,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
254,AP_BR_OSM_W97689949,Kurnool - Cuddapah Canal,,241.4,,,,NO_HIGHWAY_CLASS,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
255,AP_BR_OSM_W97972166,Anakapalli - Visakhapatnam - Anandapuram Main Road - Old NH16 Road,,166.68,ARTERIAL,2.0,,HIGHWAY_TRANSFER_CANDIDATE,75.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,NO_VALIDATED_MODEL_FOR_AVAILABLE_FEATURES,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
256,AP_BR_OSM_W100019087,Unnamed Rail Bridge - OSM 100019087,,126.41,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
257,AP_BR_OSM_W100019088,Unnamed Rail Bridge - OSM 100019088,,303.64,,,,RAIL_ONLY_EXCLUDED_FROM_NBI,25.0,,WITHHELD,,WITHHELD,,WITHHELD_AP_GROUND_TRUTH_VALIDATION_PENDING,,,WITHHELD,ABSTAIN,RAIL_ONLY_OUTSIDE_FHWA_HIGHWAY_DOMAIN,FHWA_NBI_RESEARCH_TRANSFER,[],"[""Obtain the missing factual engineering evidence or current structural inspection before assigning a structural Risk Score.""]",,,,
