source_id,document,evidence_role,page,classification,bridge_terms,condition_terms,defect_terms,component_terms,inspection_terms,repair_terms,bridge_identifiers,matched_asset_codes,matched_asset_names,snippet,training_label_candidate,promote_to_ml,manual_review_required
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,21,INSPECTION_STANDARD_ONLY,BRIDGE,,,,,MAINTENANCE,,,,"XIX Scope The scope of Indian Railways Bridge Manual is to bring out the practices and procedures for maintenance of bridges on Indian Railways. For design and construction purposes, the provisions of relevant IRS Codes will override those provided in this manual wherever the two contravene each other. ",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,23,INSPECTION_STANDARD_ONLY,BRIDGE,CONDITION,CORROSION,FOUNDATION; BEARING; BEARINGS; SUPERSTRUCTURE; SUBSTRUCTURE; GIRDER; SLAB,INSPECTION,REPAIR; REPAIRS; MAINTENANCE,,,,"Indian Railway Bridge Manual DUTIES OF BRIDGE OFFICIALS 1 CHAPTER I DUTIES OF BRIDGE OFFICIALS PART A DUTIES OF ASSISTANT ENGINEER 101 General (1) The Assistant Engineer is generally responsible for the maintenance and safety of all way & works including bridges in his charge; for the accuracy, quality and progress of new works and control over all expenditure in relation to budget allotment. (2) The duties of the Assistant Engineer are detailed in various chapters of Indian Railways Permanent Way Manual, Works Manual and Bridge Manual. His essential duties in respect of bridges and other steel structures are detailed here under. 102 Inspection of Bridges a) The Assistant Engineer shall insp",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,24,INSPECTION_STANDARD_ONLY,BRIDGE,,,BEARING; BEARINGS; SUPERSTRUCTURE; GIRDER,INSPECTION; INSPECTED; BRIDGE INSPECTION REGISTER,REPAIR; REPAIRS; MAINTENANCE,,,,"DUTIES OF BRIDGE OFFICIALS Indian Railway Bridge Manual 2 (3) He should arrange for the expeditious repairs, as and when required. PART B DUTIES OF ASSISTANT (BRIDGE) ENGINEER/ DIVISIONAL (BRIDGE) ENGINEER IN CHARGE OF BRIDGES IN DIVISION 105 Inspection of Bridges and Other Structures (1) The officer nominated to be in charge of the Bridges shall scrutinise the Bridge Inspection register sent by Bridge Inspector and after necessary inspection of Bridges endorse a certificate of scrutiny and forward it to the Dy. Chief Engineer/Bridges by a nominated date. (2) He shall inspect a) All overstressed girders where camber loss is noted & such bridges which have been referred to him by BRI. b) Such",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,25,INSPECTION_STANDARD_ONLY,BRIDGE; MAJOR BRIDGE,CONDITION; GOOD,,BEARING; BEARINGS; SUPERSTRUCTURE; GIRDER,INSPECTION,REPAIR; REPAIRS; MAINTENANCE,,,,"Indian Railway Bridge Manual DUTIES OF BRIDGE OFFICIALS 3 d) Superstructure including bearings of all Steel girders of span 12.2 m and above, RCC, PSC and composite girder bridges once in five years on planned basis. e) Other nominated steel structures, being maintained by him, once in five years. f) Proper installation of Bearings before allowing traffic on any Bridge (2) Records of inspection: He will record the details of each one of the inspections in the register maintained for the purpose as detailed in chapter XI. (3) Maintenance of bridges and other structures: He shall maintain the following structures in good condition by taking immediate action to carry out necessary repairs, pain",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,26,INSPECTION_STANDARD_ONLY,BRIDGE,,,GIRDER,INSPECTION; INSPECTED; BRIDGE INSPECTION REGISTER,REPAIR; REPAIRS; REHABILITATION,,,,"DUTIES OF BRIDGE OFFICIALS Indian Railway Bridge Manual 4 b) Inspection registers for steel work for bridges c) Rivet testing register d) Weld test register e) RCC, PSC Bridge/Composite Girder, Bridge Inspection register f) Annual inspection register for overstressed girders g) Up to date plans and files of bridge rehabilitation or regirdering works in progress and which are being inspected. 111 Execution of Works (1) Working under traffic: a) He should take every precaution that works under traffic such as repairs and renewals of girders are carried out safely and in accordance with the rules for protection of the line. b) Before starting any work he shall ensure that he is in possession of",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,27,INSPECTION_STANDARD_ONLY,BRIDGE,CONDITION,,,,,,,,"Indian Railway Bridge Manual DUTIES OF BRIDGE OFFICIALS 5 b) The leave availed by each man should be recorded in the leave register to his account before the musters are despatched to the Assistant/Divisional Engineer's (Bridge) office. (2) Witnessing payments to staff a) Payment to both permanent and temporary staff on the section will be made by the pay clerk in the presence of the Bridge Inspector who will witness and will be responsible for correct identification of the payee and should satisfy himself that the correct amount is paid. b) The certificate at the foot of the paysheet should be filled in by him as payment of each batch of workmen is completed, specifying both in words and fi",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,28,INSPECTION_STANDARD_ONLY,BRIDGE; ROB; RUB,,,FOUNDATION; SUPERSTRUCTURE; SUBSTRUCTURE; SLAB,INSPECTION,,,,,"DUTIES OF BRIDGE OFFICIALS Indian Railway Bridge Manual 6 114 Correspondence and Records The Bridge Inspector shall keep his correspondence and plans upto-date and ensure that the office records, registers and store ledgers are maintained systematically and posted regularly. 115 Relinquishment of Charge a) On relinquishing charge of section the Bridge Inspector shall prepare, in duplicate, the specified ""transfer of charge"" statement which will briefly contain the following: i) Extent of charge ii) Important works in progress, showing position of each work and any special features to which particular attention is required. iii) Details of inspection planned for year and extent of inspections",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,29,INSPECTION_STANDARD_ONLY,BRIDGE,CONDITION,,BEARING; BEARINGS; SUPERSTRUCTURE; GIRDER,INSPECTION; INSPECTED,MAINTENANCE,,,,"Indian Railway Bridge Manual DUTIES OF BRIDGE OFFICIALS 7 d) Detailed inspection of steel work of girders less than 12.2m clear span once in 5 years. e) General condition of superstructure of all other type of bridges and their bearings. f) Obstruction to water ways, if any. g) Tunnels in his section to be inspected after monsoon. He will record the details of his inspection in manuscript register in the prescribed proforma and submit a certificate of inspection to the Assistant Engineer by the prescribed date. (2) Inspection by Permanent Way Inspector specifically: Once a year during prescribed months prior to monsoon, Permanent Way Inspector shall inspect: a) The track and approaches of al",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,30,INSPECTION_STANDARD_ONLY,BRIDGE,,,FOUNDATION; BEARING; BEARINGS; SUPERSTRUCTURE; SUBSTRUCTURE; GIRDER; SLAB,INSPECTION,REPAIR; REPAIRS; MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 8 Indian Railway Bridge Manual CHAPTER II MAINTENANCE OF BRIDGES PART A GENERAL 201 Responsibility of the Engineering officials (1) Permanent Way/ Works Inspector: Different Railways follow different practices in regard to the responsibility of upkeep and maintenance of bridges including road under/over bridges. The maintenance of the items in following sub para should be carried out by Inspector of Works or Permanent Way Inspector in his jurisdiction as per the practice or as approved by the Chief Engineer of the Railway. a) Foundations, flooring, substructures, bed blocks and protection works of all bridges. b) Superstructure of all arch, pipe, box, PSC slab and RCC ",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,31,INSPECTION_STANDARD_ONLY,BRIDGE,,,FOUNDATION; PIER; PIERS; ABUTMENT; GIRDER,,MAINTENANCE,Bridge numbers,,,"MAINTENANCE OF BRIDGES 9 Indian Railway Bridge Manual bolts of all bridges. 203 Painting of Bridges (1) The date of painting of steel work should be painted in white on the outside of the left girder of the first span. In the case of important girder bridges, the left girder at each end should bear the date of painting. (2) The highest flood level line should be painted distinctly by a 25mm broad white line along with the year of its occurrence, in figures 100mm deep as follows: a) For bridges upto 60 metres in length, on the downstream side of one abutment, b) For bridges over 60 metres in length, on each of the abutments on the down stream side or on the down stream side of the piers of th",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,32,INSPECTION_STANDARD_ONLY,BRIDGE,CONDITION,SCOUR; EROSION,FOUNDATION; PIER; PIERS; ABUTMENT,,MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 10 Indian Railway Bridge Manual PART B MAINTENANCE OF FOUNDATIONS, PROTECTIVE WORKS AND WATERWAYS 204 Maintenance of Foundations (1) Shallow foundations : a) A bridge foundation having less than 2M depth below bed level in case of arch bridges and 1.2m depth below bed level in case of other bridges is termed as shallow foundation. b) Bridges with shallow foundations in sandy soils or soils likely to scour should be protected by stone, brick on edge or CC flooring with drop walls and/or curtain walls to protect foundation from scour (Annexure 2/2). This method is generally suitable in cases where the velocity of flow does not exceed 1.5 metre per second and afflux is ne",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,33,INSPECTION_STANDARD_ONLY,BRIDGE,CONDITION; DEFECT; DAMAGED,SPALLING; LEACHING,FOUNDATION; PIER; PIERS; ABUTMENT; SUBSTRUCTURE,,MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 11 Indian Railway Bridge Manual and at closure bunds. Disturbed pitching should be reset properly by making up the slopes if necessary. Slope pitching are rested on toe wall with proper foundation. Damaged toe wall can lead to slipping of pitching, and therefore, it should be rebuilt with a proper foundation (Annexure 2/3). 206 Maintenance of Waterways (1) Obstructions in waterways should be cleared away on both sides of the line within railway limits for the full extent of the waterway. (2) Boundary pillars on each bank of a river or important waterway shall be erected so as to prevent and control encroachments. PART C MAINTENANCE OF SUBSTRUCTURE 207 Abutments, Piers,",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,34,INSPECTION_STANDARD_ONLY,BRIDGE; ROB,DETERIORATION; DEFECT,CRACK; SPALLING; LEACHING; SCOUR; SETTLEMENT,FOUNDATION; SUBSTRUCTURE,,REHABILITATION; MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 12 Indian Railway Bridge Manual bridges. ii) Adequacy of existing weep holes be checked and if required, additional weep holes of proper size be provided. iii) Choked weep holes be cleaned and made functional. iv) The back fill material should be granular and should not contain expansive soil like black cotton soil etc. Proper filter layer be provided behind the masonry. The back fill material should be changed if so warranted. b) The excessive earth pressure can be taken care of by either providing masonry or cement concrete buttress. However, care should be taken that the reduction in water way, if any, does not adversely affect the parameters like afflux, clearances",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,35,INSPECTION_STANDARD_ONLY,BRIDGE; ROB,DEFECT,CRACK; LEACHING; SETTLEMENT,FOUNDATION; PIER; ABUTMENT,,STRENGTHENING; MAINTENANCE,,,,MAINTENANCE OF BRIDGES 13 Indian Railway Bridge Manual cracks indicate serious weakness in the arch and need proper investigation and adoption of appropriate strengthening measures including rebuilding in worst cases. iii) Crushing of masonry: The probable causes of crushing of masonry of the arch and remedial measures are as follows: Probable Cause Remedial Action a) Leaching of mortar in the joints Raking out the mortar and deep pointing/grouting b) Weathering of masonry Pointing together with grouting c) Excessive loading Reducing the imposed load or strengthening the arch d) Inadequate cushion over arch Providing the minimum cushion or strengthen the arch iv) Loosening of keystone and vo,False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,36,INSPECTION_STANDARD_ONLY,BRIDGE,POOR,CRACK,FOUNDATION; PIER; PIERS,,REPAIR; REHABILITATION; STRENGTHENING; MAINTENANCE,,,,MAINTENANCE OF BRIDGES 14 Indian Railway Bridge Manual c) Sliding of spandrel wall over arch barrel; bulging or tilting of spandrel wall. i) Excessive back pressure on spandrel wall due to poor drainage. ii) Excessive surcharge load. iii) Spandrel wall not monolithic with arch. i) Same as a (ii) ii) Same as b (i) iii) Tying the spandrel walls with tie bars and rails iv) Same as b (iii) d) i) Cracks on the face of the bridge at the junction of spandrel and arch ring. (Annexure 2/5). ii) If the above cracks open under traffic. i) Rib shortening. ii) Distortion of arch ring. iii) Excessive back pressure. i) Rib shortening. ii) Distortion of arch ring. iii) Excessive back pressure. i) Same as a ,False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,37,INSPECTION_STANDARD_ONLY,BRIDGE,CONDITION,CRACK; CRACKING,,,REPAIR; REPAIRS; MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 15 Indian Railway Bridge Manual 209 Details of Common Repair Techniques The techniques commonly used for repairs of masonry are described below: (1) Cement pressure grouting a) This technique is used i) When cracks are dormant ii) Cracks are active but cause of cracking has been determined and remedial action has been taken. iii) When honey combing is present in concrete structures. iv) When masonry is hollow. v) When deep leached mortar joints are present. b) Materials proportion and pressure: Ordinary Portland cement to IS:269, sand and water conforming to IRS Concrete Bridge Code, are required. With the approval of the Divisional Engineer, admixtures to impart non- ",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,38,INSPECTION_STANDARD_ONLY,BRIDGE,CONDITION; GOOD,CRACK,,,MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 16 Indian Railway Bridge Manual same equipment a day before grouting as per following sequence; so as to saturate the masonry. All holes (Annexure 2/7) are first plugged with proper wooden plugs. The bottom most plug (1) and the two adjacent plugs (2 and 9) are removed and water injected in the bottom most hole (1) under pressure. When the clear water comes out through the adjacent holes (2 and 9) the injection of water is stopped and the plugs in the bottom most hole and the one immediately above (1 and 9) are restored. The process is repeated with hole numbers 2, 3 & 8 etc. till all the holes are covered. On the day of grouting all the plugs are removed to drain out ",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,39,INSPECTION_STANDARD_ONLY,BRIDGE; RUB,,CRACK,,,REPAIR; STRENGTHENING; MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 17 Indian Railway Bridge Manual v) Polythene/plastic containers for mixing the epoxy formulation. vi) A portable generator. e) Procedure for epoxy grouting (Annexure 2/8) i) The area to be grouted should be dry and free from oil, grease, dust and all loose and unsound materials. ii) All cracks should be cut open to a 'V' groove about 10mm deep by mechanical or manual means. Loose material should be removed by using compressed air and groove fully sealed using epoxy mortar at least one day in advance. iii) Nails are driven into the cracks at 15 cm to 50cm intervals along the crack. iv) Holes of 7-10 mm dia should be drilled along the cracks and copper or aluminium or po",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,40,INSPECTION_STANDARD_ONLY,BRIDGE,,RUST; EXPOSED REINFORCEMENT,,,REPAIR; MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 18 Indian Railway Bridge Manual i) Guniting machine complying requirements given in IS: 6433. ii) Air Compressor with a capacity of 10 cum per minute and which can develop a pressure of upto 7 kg/cm². iii) Placing nozzle with hose. d) Specification of materials used: i) Ordinary Portland cement to IS: 269. (Other special cements can be used for special applications requiring higher strength or early setting) ii) Sand conforming to IS: 383 and graded evenly from fine to coarse as per Zone II and III with a nominal max. size of 6mm. iii) Coarse aggregate, when used, should conform to IS: 383, with a maximum nominal size of 10 to 12.5 mm. iv) Water conforming to IS: 456. ",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,41,INSPECTION_STANDARD_ONLY,BRIDGE,DEFECT,,BEARING; BEARINGS; DECK; SUPERSTRUCTURE; SLAB,INSPECTION,REPAIR; REPAIRS; STRENGTHENING; MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 19 Indian Railway Bridge Manual content of the mixture before placing in the machine should be within 3 to 6% i) Uniform air pressure is maintained at the nozzle outlet. For lengths of hose upto 30m, the air pressure is 3kg/cm2 or more. For longer lengths the pressure is increased by 0.35kg/cm2 for each additional 15m of hose and by 0.35kg/cm 2 for each staging of 7.5m that the nozzle is raised above the gun. j) Placing: The total thickness of gunite required should be built up in a number of layers with an interval of about 4 hours. Each layer is built up by making several passes or loops of the nozzle over the working area. The distance of the nozzle from the work, u",False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,42,INSPECTION_STANDARD_ONLY,BRIDGE,,CRACK; CRACKING; SPALLING; CORROSION,DECK; GIRDER; SLAB,,STRENGTHENING; RETROFITTING; REPLACEMENT; MAINTENANCE,,,,MAINTENANCE OF BRIDGES 20 Indian Railway Bridge Manual a) Signs of honeycombing and/or hollow spots in concrete components and spalling. b) Dormant cracks c) Active cracks whose cause of cracking has been determined and remedial action has been taken. (2) Other Strengthening techniques: a) External prestressing of concrete girders both in longitudinal and vertical directions can be successfully adopted as a strengthening measure. Vertical prestressing may be adopted to prevent separation of deck slabs which are generally cast in situ over precast girders. Longitudinal prestressing may be adopted to strengthen the girder and to increase its flexural strength. Longitudinal prestressing may be ,False,False,True
IR_IRBM_2024,Indian_Railway_Bridge_Manual_2024.pdf,INSPECTION_STANDARD,43,INSPECTION_STANDARD_ONLY,BRIDGE,DEFECT,CRACK,GIRDER,,REPAIR; STRENGTHENING; REPLACEMENT; MAINTENANCE,,,,"MAINTENANCE OF BRIDGES 21 Indian Railway Bridge Manual (2) Restrictions of loading & speed or both shall be imposed, if the residual fatigue life is found inadequate. On such bridges, instrumentation may be carried out for continuous monitoring of the critical members to detect imminent fatigue cracks, initiating from the rivet holes & hidden under the rivet heads. (3) Ultra Sonic Flaw Detection (USFD), Acoustic Emission Technique (AET) and Oscillation measurements etc. may be used for determining the proper scheme of instrumentation in consultation with RDSO. 213 Cracks in Steel Works (1) Whenever a crack is detected in the steel work, its cause should be established and further propagation",False,False,True
