source_id,document,evidence_role,page,classification,bridge_terms,condition_terms,defect_terms,component_terms,inspection_terms,repair_terms,bridge_identifiers,matched_asset_codes,matched_asset_names,snippet,training_label_candidate,promote_to_ml,manual_review_required
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,42,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION,,,,,km 212.983; km 322.840,,,";:. 9.1 Performance Security 9.1.1 The Concessionaire shall, for the performance of its obligations hereunder, provide to the Authority no later than 30(thirty) days from the date of this Agreement, an irrevocable and unconditional guarantee from a Bank for a sum equivalent to Rs. 33.93 Crare (Rupees Thirty Three Crore Ninety Three Lakh only) in the form set forth in Schedule-F (the ""Performance Security""). Until such time the Performance Security is provided by the Concessionaire pursuant hereto and the same comes into effect, the Bid Security shall remain in force and effect, and upon such provision of the Performance Security pursuant hereto, the Authority shall release the Bid Security t",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,43,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION,,,,,km 212.9,,,"es of calculating the amount of Damages payable by the Concessionaire. 9.7 Additional Performance Security ,::..: The Concessionaire shall alongwith the Performance Security provide to the Authority an irrevocable and unconditional guarantee from a Bank for a sum equivalent to Rs. Nil in the form set forth in Schedule-F (the ""Additional Performance Security""),to be modified, , mutatis mutandis, for this purpose as security to the Authority if the Bid Project Cost of the Selected Bidder is lower by more than 10% with respect to the Estimated Project Cost. The requirement of submitting the Additional Performance Security shall be a Condition Precedent. Failure to maintain the Additional Perfor",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,44,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION,,,,,km 212.983; km 322.840,,,"nt of Termination or otherwise. 10.2.2 In consideration of the Project, this Agreement and the covenants and warranties on the part of the Concessionaire herein contained, the Authority, in accordance with the terms and conditions set forth herein, hereby grants to the Concessionaire, commencing from the Appointed Date, leave and license rights in respect of all the land (along with any buildings, constructions or immovable assets, if any, thereon) comprising the Site which is described, delineated and shown in Schedule-A hereto (the ""Licensed Premises""), on an ""as is where is"" basis, free of any Encumbrances, to develop, operate and maintain the said Licensed Premises, together with all and",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,47,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION,,,INSPECTION,REHABILITATION,km 213.0,,,"nd appurtenances to the Licensed Premisesshall not be deemed to be Encumbrances. It is further agreed that ;: the Concessionaire accepts and undertakes to bear any and all risks arising out of the inadequacy or physical condition of the Site. 10.5 Protection of Site from Encumbrances During the Concession Period, the Concessionaire shall protect the Site from any and all occupations, encroachments or Encumbrances, and shall not place or create nor permit any Contractor or other person claiming through or under the Concessionaire to place or create any Encumbrance or security interest over all or any part of the Site or the Project Assets, or on any rights of the Concessionaire therein or und",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,49,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION; SATISFACTORY,,,ORN,REHABILITATION; MAINTENANCE,km .; km 213.000; km 322.800; km 322.840,,,"rary contained herein, the Concessionaire shall ensure that the respective entities owning the existing roads, right of way or utilities on, under or above the Site are enabled by it to keep such utilities in continuous satisfactory use, if necessary, by providing suitable temporary or permanent diversions with the authority of the controlling body of that road, right of way or utility, and the Authority shall, upon written request from the Concessionaire, initiate and undertake at the Concessionaire's cost, legal proceedings for acquisition of any right of way necessary for such diversion. 11.2 Shifting of obstructing utilities 11.2.1 The Concessionaire shall, subject to Applicable Laws and",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,50,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,GOOD,,,,,km 2; km 213.00; km .; km 322.840,,," has determined and verified that the design and engineering, including the field construction criteria related thereto, are in conformity with the Scope of the Project, Specifications and Standards, Applicable Laws and Good Industry Practice. (c) Within 15 (fifteen) days of the receipt of the Drawings, the Independent Engineer shall review the same and convey its observations to the Concessionaire with particular reference to their conformity or otherwise with the Scope of the Project and the Specifications and Standards. The Concessionaire shall not be obliged to await the observations of the Independent Engineer on the Drawings submitted pursuant hereto beyond the said 15 (fifteen) days p",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,52,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION; GOOD,,,,REPAIR; MAINTENANCE,km 212.983; km 213.; km 322.800; km 322.840,,,"ed and seventy) days from the Scheduled Completion Date, unless the delay is on account of reasons attributable to the Authority or due to Force Majeure, the Authority shall be entitled to terminate this Agreement. 12.4 Maintenance during Construction Period 12.4.1 During the Construction Period, the Concessionaire shall maintain, at its cost, the existing Project Highway to ensure that the road is in pothole free condition is maintained, and shall undertake the necessary repair and maintenance works for this purpose; provided that the Concessionaire may, at its cost, interrupt and divert the Users and other persons if such interruption and diversion is necessary for the efficient progress o",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,56,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,GOOD; DEFECT,,,,REHABILITATION,km 212.9; km 213.000; km 322.840,,,"Test that the performance of the Project or any part thereof does not meet the Specifications and Standards, it shall have the right to suspend or delay such Test and require the Concessionaire to remedy and rectify the defects or deficiencies. Upon completion of each Test, the Independent Engineer shall provide to the Concessionaire and the Authority copies of all Test data including detailed Test results. For the avoidance of doubt, it is expressly agreed that the Independent Engineer may require the Concessionaire to carry out or cause to be carried out additional Tests, in accordance with Good Industry Practice, for determining the compliance of the Project with Specifications and Standa",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,57,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION; GOOD; DEFECT,,,INSPECTION,REHABILITATION,km 213.000; km 322.840,,,"s agreed that if completion of any item is delayed for reasons solely attributable to the Authority or due to Force Majeure, the completion date thereof shall be determined by the Independent Engineer in accordance with Good Industry Practice, and such completion date shall be deemed to be the date of issue of the Provisional Certificate for the purposes of Damages, if any, payable for such item under this Clause 14.4.1. 14.4.2 Upon completion of all Punch List items, the Independent Engineer shall issue the Completion Certificate. Failure of the Concessionaire to complete all the Punch List items within the time set forth in Clause 14.4.1 for any reason, other than conditions constituting F",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,61,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION,,,,REHABILITATION,km 213.000; km 322.840,,,"y to delay completion of the Project by the Scheduled Completion Date; provided that in the event that the Authority considers such works or services to be essential, it may issue a Change of Scope Order, subject to the condition that the works forming part of or affected by such Change of Scope Order shall not be reckoned for purposes of determining completion of the Project and issuing the Provisional Certificate. 16.4.2 Notwithstanding anything to the contrary contained in this Article 16, the Concessionaire shall be entitled to nullify any Change of Scope Order if it causes the cumulative costs relating to all the Change of ScopeOrders to exceed 10% (ten per cent) of the Bid Project Cost",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,64,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION; GOOD,,,INSPECTION,REPAIR; REPAIRS; REPLACEMENT; MAINTENANCE,km 212.; km 213.000; km 322.840,,,"ement agreed that the debris and material excavated shall be carried to and deposited at the location identified by the Authority and/or Independent Engineer. 17.1.3 The Concessionaire shall maintain, in conformity with Good Industry Practice, all stretches of approach roads. 17.2 Maintenance Requirements The Concessionaire shall procure that at all times during the Operation Period; the Project conforms to the maintenance requirements set forth in Schedule-K (the ""Maintenance Requirements""). 17.3 Maintenance Manual 17.3.1 No later than 90 (ninety) days prior to the Scheduled Completion Date, the Concessionaire shall, in consultation with the Independent Engineer, evolve a repair and mainten",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,65,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION; GOOD,,,,MAINTENANCE,km 213.000; km 322.840,,,"National Highways Authority of India Concession Agreement 17.4.3 The Concessionaire may modify the Maintenance Program as may be reasonable in the circumstances, and the procedure specified in Clauses 17.4.1 and 17.4.2 shall apply mutatis mutandis to such modifications. 17.5 Safety, breakdowns and accidents 17.5.1 The Concessionaire shall ensure safe conditions for the Users, and in the event of unsafe conditions, closures, diversions, breakdowns and accidents, it shall follow the relevant operating procedures including the setting up of temporary Lights and removal of obstruction and debris without delay. Such procedures shall conform to the provisions of this Agreement, Applicable Laws, Ap",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,66,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,DEFECT,,,INSPECTION,REPAIR; MAINTENANCE,km 213.000,,," Damages to the Authority calculated at the rate of 0.5 % (zero point Five per cent) of the Performance Security,for each day of delay until that part of the Project hasbeen re-opened for use. 17.8 Damages for breach of maintenance obligations 17.B.1 In the event that the Concessionaire fails to repair or rectify any defect or deficiency set forth in the Maintenance Requirements within the period specified therein, it shall be deemed to be in breach of this Agreement and the Authority shall be entitled to recover Damages, to be calculated and paid for each day of delay until the breach is cured, at the higher of (a) 2% (two per cent) of the Performance Security, and (b) 0.1% (zero point one ",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,67,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,GOOD,,,,REHABILITATION; MAINTENANCE,km 212.; km 213.000; km 322.840,,,"ct The Concessionaire shall not carry out any material modifications to the Project, save and except where such modifications are necessary for the Project to operate in conformity with the Specifications and Standards, Maintenance Requirements, Good Industry Practice and Applicable Laws; provided that the Concessionaire shall notify the Independent Engineer of the proposed modifications along with particulars thereof at least 1S (fifteen) days before commencing work on such modifications and shall reasonably consider any suggestions that the Independent Engineer may make within 1S (fifteen) days of receiving the Concessionaire's proposal. For the avoidance of doubt, all modifications made h",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,68,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION,,,,,km 213.000; km 322.800; km 322.840,,,"f any part of the Project is not available to Users on account of any of the following for the duration thereof: (a) an event of Force Majeure; (b) measures taken to ensure the safe use of the Project except when unsafe conditions occurred because of failure of the Concessionaire to perform its obligations under this Agreement; or (c) compliance with a request from the Authority or the directions of any Government Instrumentality, the effect of which isto closeall or any part of the Project: Provided, that any such non-availability and particulars thereof shall be notified by the Concessionaire to the Authority and the Independent Engineer without any delay; Provided further that the Concess",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,69,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,GOOD,,,ORN,REHABILITATION,km 212.983; km 213.000; km 322.800; km 322.840,,,"y of India Concession Agreement ARTICLE 18 SAFETY REQUIREMENTS 18.1 Safety Requirements 18.1.1 The Concessionaire shall comply with the provisions of this Agreement, Applicable Laws and Applicable Permits and conform to Good Industry Practice for securing the safety of the Users. In particular, the Concessionaire shall develop, implement and administer a surveillance and safety program for providing a safe environment on or about the Project, and shall comply with the safety requirements set forth in Schedule-L (the ""Safety Requirements""). 18.1.2 The Authority shall appoint an experienced and qualified firm or organization (the ""Safety Consultant"") for carrying out safety audit of the Projec",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,70,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION; GOOD; DEFECT,,,INSPECTION,MAINTENANCE,km 212.983; km 213.000; km 322.840,,,"National Highways Authority of India ConcessionAgreement ARTICLE 19 MONITORING OF OPERATION AND MAINTENANCE 19.1 Monthly status reports 19.1.1 During the Operation Period, the Concessionaire shall, no later than 7 (seven) days after the close of each month, furnish to the Authority and the Independent Engineer a monthly report stating in reasonable detail the condition of the Project including its compliance or otherwise with the Maintenance Requirements, Maintenance Manual, Maintenance Program and Safety Requirements, and shall promptly give such other relevant information as may be required by the Independent Engineer or the Authority, In particular, such report shall separately identify a",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,71,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,DEFECT; DAMAGED,,,INSPECTION,REPAIR; MAINTENANCE,km 212.983; km 213.000; km 322.840,,,"National Highways Authority of India ConcessionAgreement report in respect thereof to the Independent Engineer and the Authority within 15 (fifteen) days of receiving the O&M Inspection Report or the test results, as the case may be; provided that where the remedying of such defects or deficiencies is likely to take more than 15 (fifteen) days, the Concessionaire shall submit progress reports of the repair works once every week until such works are completed in conformity with this Agreement. 19.4.2 The Independent Engineer shall require the Concessionaire to carry out or cause to be carried out tests, at its own cost, to determine that such remedial measures have brought the Project into co",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,73,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION; GOOD,,,,REHABILITATION,km 212.983; km 213.000; km 322.800; km 322.840,,,"greement 20.7 Recurring expenditure on Police assistance On or before the Scheduled Two-Laning Date, the Concessionaire shall provide to the State Police Department or a substitute thereof one Jeep or similar vehicle in good .­.:. working condition along with chauffeurs for round-the-clock patrolling as set forth in Clause 20.2 and shall meet the operating costs of such vehicle including the salaries and allowances of the chauffeurs. 20.8 Recurring expenditure on Medical Aid Posts On or before COD, the Concessionaire shall provide to the State Medical Department or a substitute thereof to be designated by the Authority one ambulance in good working condition along with chauffeurs for round-t",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,74,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,FAIR,,,,REHABILITATION,km 83; km 213.000; km 322.840,,,"ut only after appointment of another Independent Engineer in accordance with Clause 21.1. 21.4.2 If the Concessionaire has reason to believe that the Independent Engineer is not discharging its duties and functions in a fair, efficient and diligent manner, it may make a written representation to the Authority and seek termination of the appointment of the Independent Engineer. Upon receipt of such representation, the Authority shall hold a tripartite meeting with the Concessionaire and Independent Engineer for an amicable resolution of the' and if any difference or disagreement between the Authority and the Cone alo ''3.J "" . s unresolved, the Dispute shall be settled intli~;~~ with the Di ~",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,82,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,SATISFACTORY,,,,REHABILITATION,km 212.983; km 213.000; km 322.800; km 322.840,,,"shall be made in two equal instalments. The Concessionaire may request the Authority for the first instalment of the advance payment at any time after the Appointed Date, along with furnishing a Bank Guarantee in a form satisfactory to the Authority. The Concessionaire may request the Authority for the second instalment of the advance payment at any time, after 60(sixtyj days from the Appointed Date, along with furnishing a Bank Guarantee in a form satisfactory to the Authority. The first and second instalments of the Mobilization Advance shall be paid by the Authority within 30 (thirty) days of receipt of the respective requests in this behalf from the Concessionaire. The rate of interest o",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,84,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,CONDITION,,,,REHABILITATION,km 2; km 213.000; km 322.840,,," in the month when due: (a) All taxes due and payable by the Concessionaire for and in respect of the Project; (b) Deleted; (c) All payments relating to construction of the Project, subject to and in accordance with the conditions, if any, set forth in the FinancingAgreements; (d) O&M Expenses, subject to the ceiling, if any, set forth in the Financing Agreements; (e) O&M Expenses and other costs and expenses incurred by the Authority in accordance with the provisions of this Agreement, and certified by the Authority as due and payable to it; (f) Any amounts due and payable to the Authority (other than under Clause 9.5); (g) (h) Rehabilitation and Up 'il: IOn i «!'j - Vinukonda section of NH",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,85,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,DEFECT,,,,REHABILITATION,km 212.983; km 213.000; km 322.840,,," Agreement; (d) Outstanding payments due to the Authority; (e) All payments and Damages certified by the Authority as due and payable to it by the Concessionaire; (f) Retention and payments relating to the liability for defects and deficiencies set forth in Article 33; (g) Outstanding Debt Service including the balance of Debt Due; (h) Outstanding Subordinated Debt; (i) Incurred or accrued O&M Expenses; (il Any other payments required to be made under this Agreement; and (k) Balance, if any, in accordance with the instructions of the Concessionaire: Provided that no appropriations shall be made under Sub-clause (k) of this Clause 25.4.1 until a Vesting Certificate has been issued by the Auth",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,86,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,GOOD,,,,REHABILITATION; REPLACEMENT,km 213.000,,,"ruction Period and the Operation Period, such insurances for such maximum sums as may be required under the Financing Agreements and Appiicable Laws, and such insurances as may be necessary or prudent in accordance with Good Industry Practice. The Concessionaire shall also effect and maintain such insurances as may be necessary for mitigating the risks that may devolve on the Authority as a consequence of any act or omission of the Concessionaire during the Construction Period. The Concessionaire shall procure that in each insurance policy, the Authority shall be a co-insured and that the insurer shall pay the proceeds of insurance into the Escrow Account. For the avoidance of doubt, the lev",False,False,True
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,REHABILITATION_ENGINEERING_EVIDENCE,87,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,,GOOD,,,,REPAIR; REPLACEMENT,km 21; km 322.840,,,"-,-;."" National Highways Authority of India Concession Agreement All insurances obtained by the Concessionaire in accordance with this Article 26 shall be maintained with insurers on terms consistent with Good Industry Practice. Within 15 (fifteen) days of obtaining any insurance cover, the Concessionaire shall furnish to the Authority, notarized true copies of the certificate(s) of insurance, copies of insurance policies and premium payment receipts in respect of such insurance, and no such insurance shall be cancelled, modified, or allowed to expire or lapse until the expiration of at least 45 (forty five) days after notice of such proposed cancellation, modification or nonrenewal has been",False,False,True
