source_id,document,page,ml8d_classification,review_tier,canonical_asset_count,canonical_asset_codes,canonical_asset_names,inspection_context,condition_words,rating_values,defect_words,bridge_identifiers,candidate_training_label,verified_for_ml,manual_review_required,page_text_excerpt
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,42,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 212.983; km 322.840,False,False,True,"; ARTICLE 9 PERFORMANCE SECURITY -;National Highways Authority of India Concession Agreement ;:. 9.1 Performance Security 9.1.1 The Concessionaire shall, for the performance of its obligations hereunder, provide to the Authority no later than 30(thirty) days from the date of this Agreement, an irrevocable and unconditional guarantee from a Bank for a sum equivalent to Rs. 33.93 Crare (Rupees Thirty Three Crore Ninety Three Lakh only) in the form set forth in Schedule-F (the ""Performance Security""). Until such time the Performance Security is provided by the Concessionaire pursuant hereto and the same comes into effect, the Bid Security shall remain in force and effect, and upon such provision of the Performance Security pursuant hereto, the Authority shall release the Bid Security to the Concessionaire. 9.1.2 Notwithstanding anything to the contrary contained in this Agreement, in the event Performance Security is not provided by the Concessionaire within a period of 30(thirty) days from the date of this Agreement, the Authority may encash the Bid Security and appropriate the proceeds thereof as Damages, and thereupon all rights, privileges, claims and entitlements of the Concessionaire under or arising out of this Agreement shall be deemed to have been waived by, and to have cea"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,43,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 212.9,False,False,True,"National Highways Authority of India Concession Agreement ·,', and shall be kept alive by the Concessionaire if the Concessionaire is in breach of this Agreement. Upon request made by the Concessionaire for release of the Performance Security along with the particulars which establish satisfaction of the requirements specified in this Clause 9.3, the Authority shall release the Performance Security forthwith. 9.4 Deleted 9.5 Deleted 9.6 References to Performance Security References to Performance Security occurring in this Agreement for and in respect of any period prior to the delivery of the Performance Security by the Concessionaire to the Authority, or in respect of any period subsequent to the expiry or release thereof, as the case may be, shall be construed solely for the purposes of calculating the amount of Damages payable by the Concessionaire. 9.7 Additional Performance Security ,::..: The Concessionaire shall alongwith the Performance Security provide to the Authority an irrevocable and unconditional guarantee from a Bank for a sum equivalent to Rs. Nil in the form set forth in Schedule-F (the ""Additional Performance Security""),to be modified, , mutatis mutandis, for this purpose as security to the Authority if the Bid Project Cost of the Selected Bidder is lower by mo"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,44,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 212.983; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 10 RIGHT OF WAV 10.1 The Site The site of the Project shall comprise the real estate described in Schedule-A and in respect of which the Right of Way shall be provided and granted by the Authority to the Concessionaire as a licensee under and in accordance with this Agreement (the ""Site""). For the avoidance of doubt, it is hereby acknowledged and agreed that references to the Site shall be construed as references to the real estate required for the Project as set forth in Schedule-A. 10.2 License, Access and Right of Way 10.2.1 The Authority hereby grants to the Concessionaire access to the Site for carrying out any surveys, investigations and soil tests that the Concessionaire may deem necessary during the Development Period, it being expressly agreed and understood that the Authority shall have no liability whatsoever in respect of survey, investigations and tests carried out or work undertaken by the Concessionaire on or about the Site pursuant hereto in the event of Termination or otherwise. 10.2.2 In consideration of the Project, this Agreement and the covenants and warranties on the part of the Concessionaire herein contained, the Authority, in accordance with the terms and conditions set forth herein, hereby"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,47,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,True,,,,km 213.0,False,False,True,"National Highways Authority of India Concession Agreement 10.4 Site to be free from Encumbrances Subject to the provisions of Clause 10.3, the Site shall be made available by the Authority to the Concessionaire pursuant hereto free from all Encumbrances and occupations and without the Concessionaire being required to make any payment to the Authority on account of any costs, compensation, expenses and charges for the acquisition and use of such Site for the duration of the Concession Period, except insofar as otherwise expressly provided in this Agreement. For the avoidance of doubt, it is agreed that existing rights of way, easements, privileges, liberties and appurtenances to the Licensed Premisesshall not be deemed to be Encumbrances. It is further agreed that ;: the Concessionaire accepts and undertakes to bear any and all risks arising out of the inadequacy or physical condition of the Site. 10.5 Protection of Site from Encumbrances During the Concession Period, the Concessionaire shall protect the Site from any and all occupations, encroachments or Encumbrances, and shall not place or create nor permit any Contractor or other person claiming through or under the Concessionaire to place or create any Encumbrance or security interest over all or any part of the Site or the Pr"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,49,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,SATISFACTORY,,,km .; km 213.000; km 322.800; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 11 UTILITIES, ASSOCIATED ROADS AND TREES 11.1 Existing utilities and roads Notwithstanding anything to the contrary contained herein, the Concessionaire shall ensure that the respective entities owning the existing roads, right of way or utilities on, under or above the Site are enabled by it to keep such utilities in continuous satisfactory use, if necessary, by providing suitable temporary or permanent diversions with the authority of the controlling body of that road, right of way or utility, and the Authority shall, upon written request from the Concessionaire, initiate and undertake at the Concessionaire's cost, legal proceedings for acquisition of any right of way necessary for such diversion. 11.2 Shifting of obstructing utilities 11.2.1 The Concessionaire shall, subject to Applicable Laws and with assistance of the Authority, undertake shifting of any utility including electric lines, water pipes and ., telephone cabies, to an appropriate location or alignment within or outside the Site if and only if such utility causes or shall cause a material adverse effect on the construction, operation or maintenance of the Project. The cost of such shifting shall be borne by the Authority or by the entity owning such"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,50,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 2; km 213.00; km .; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 12 CONSTRUCTION OF THE PROJECT 12.1 Obligations prior to commencement of construction In addition to its obligations of maintaining the Project Highway during the Development Period, prior to commencement of Construction Works, the Concessionaire shall: (a) submit to the Authority and the Independent Engineer its detailed design, construction methodology, quality assurance procedures, and the procurement, engineering and construction time schedule for completion of the Project in accordance with the Project Completion Schedule asset forth in Schedule-G; (b) Appoint its representative duly authorized to deal with the Authority in respect of all matters under or arising out of or relating to this Agreement; (c) undertake, do and perform all such acts, deeds and things as may be necessary or required before commencement of construction under and in accordance with this Agreement, Applicable Laws and Applicable Permits; and (d) Make its own arrangements for quarrying and procurement of materials needed for the Project under and in accordance with Applicable Laws and Applicable Permits. 12.2 Drawings In respect of the Concessionaire's obligations relating to the Drawings of the Project as set forth in Schedule-H, the fo"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,52,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 212.983; km 213.; km 322.800; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement 12.3.3 In the event that the Project is not completed and COD does not occur within 270 (two hundred and seventy) days from the Scheduled Completion Date, unless the delay is on account of reasons attributable to the Authority or due to Force Majeure, the Authority shall be entitled to terminate this Agreement. 12.4 Maintenance during Construction Period 12.4.1 During the Construction Period, the Concessionaire shall maintain, at its cost, the existing Project Highway to ensure that the road is in pothole free condition is maintained, and shall undertake the necessary repair and maintenance works for this purpose; provided that the Concessionaire may, at its cost, interrupt and divert the Users and other persons if such interruption and diversion is necessary for the efficient progress of Construction Works and conforms to Good Industry Practice; provided further that such interruption and diversion shall be undertaken by the Concessionaire only with the prior written approval of the Independent Engineer which approval shall not be unreasonably withheld. For the avoidance of doubt, it is agreed that the Concessionaire shall at all times be responsible for ensuring safe operation of the Project. 12.4.2 In the event of defau"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,56,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 212.9; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement ARTICLE 14 COMPLETION CERTIFICATE 14.1 Tests 14.1.1 No later than 30 (thirty) days prior to the likely completion of the Project, the Concessionaire shall notify the Independent Engineer of its intent to subject the Project to Tests. The date and time of each of the Tests shall be determined by the Independent Engineer in consultation with the Concessionaire, and notified to the Authority who may designate its representative to witness the Tests. The Concessionaire shall provide such assistance as the Independent Engineer may reasonably require for conducting the Tests. In the event of the Concessionaire and the Independent Engineer failing to mutually agree on the dates for conducting the Tests, the Concessionaire shall fix the dates by not less than 10 (ten) days' notice to the Independent Engineer, and in the event the Independent Engineer delays the Tests hereunder, the Authority shall impose exemplary penalties on the Independent Engineer and shall ensure that Tests are completed in time either by the Independent Engineer or any substitute thereof. 14.1.2 All Tests shall be conducted in accordance with Schedule-I at the cost and expense of the Concessionaire. The Independent Engineer shall observe, monitor and review "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,57,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,B_IDENTIFIER_NEEDS_ASSET_LINK,0,,,True,GOOD,,,km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement attributable to the Authority; provided further that the Punch List shall also include the cost of completion for each of the outstanding items. 14.3.2 The Parties hereto expressly agree that a Provisional Certificate under this Clause 14.3 may, upon request of the Concessionaire to this effect, be issued for operating part of the Project, if the Concessionaire has completed construction of 100% (Hundred per cent) of the Site made available to the Concessionaire up to 146 days from the Appointed Date. Upon issue of such Provisional Certificate, the provisions of Article 15 shall apply to such completed part, and the rights and obligations of the Concessionaire for and in respect of such completed part of the Project shall be construed accordingly. 14.4 Completion of Punch List items "" 14.4.1 All items in the Punch List shall be completed by the Concessionaire within 90 (ninety) days of the date of issue of the Provisional Certificate and for any delay thereafter, other than for reasons solely attributable to the Authority or due to Force Majeure, the Authority shall be entitled to recover Damages from the Concessionaire to be calculated and paid for each day of delay until all items are completed, at the lower of [a] 0.1% "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,61,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,,,,km 213.000; km 322.840,False,False,True,"National Highways Authority of India ConcessionAgreement Scope Order"") requiring the Concessionaire to proceed with the performance thereof. In the event that the Parties are unable to agree, the Authority may, by issuing a Change of Scope Order, require the Concessionaire to proceed with the performance thereof pending resolution of the Dispute, or carry out the works in accordance with Clause 16.S. 16.2.4 The provisions of this Agreement, insofar as they relate to Construction Works and Tests, shall apply mutatis mutandis to the works undertaken by the Concessionaire under this Article 16. 16.3 Payment for Change of Scope Within 7 (seven) days of issuing a Change of Scope Order, the Authority shall make an advance payment to the Concessionaire in a sum equal to 20% (twenty per cent) of the cost of Change of Scope as agreed hereunder, and in the event of a Dispute, 20% (twenty per cent) of the cost assessed by the Independent Engineer. The Concessionaire shall, after commencement of work, present to the Authority bills for payment in respect of the works in progress or completed works, as the case may be, supported by such Documentation as is reasonably sufficient for the Authority to determine the !~- accuracy thereof. Within 30 (thirty) days of receipt of such bills, the Autho"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,64,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,B_IDENTIFIER_NEEDS_ASSET_LINK,0,,,True,GOOD,,,km 212.; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement agreed that the debris and material excavated shall be carried to and deposited at the location identified by the Authority and/or Independent Engineer. 17.1.3 The Concessionaire shall maintain, in conformity with Good Industry Practice, all stretches of approach roads. 17.2 Maintenance Requirements The Concessionaire shall procure that at all times during the Operation Period; the Project conforms to the maintenance requirements set forth in Schedule-K (the ""Maintenance Requirements""). 17.3 Maintenance Manual 17.3.1 No later than 90 (ninety) days prior to the Scheduled Completion Date, the Concessionaire shall, in consultation with the Independent Engineer, evolve a repair and maintenance manual (the ""Maintenance Manual"") for the regular and preventive maintenance of the Project in conformity with the Specifications and Standards, Maintenance Requirements, Safety Requirements and Good Industry Practice, and shall provide 5 (five) copies thereof to the Authority and 2 (two) copies to the Independent Engineer. The Maintenance Manual shall be revised and updated once every 3 (three) years and the provisions of this Clause shall apply, mutatis mutandis, to such revision. 17.3.2 Without prejudice to the provision of Clause 17."
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,65,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement 17.4.3 The Concessionaire may modify the Maintenance Program as may be reasonable in the circumstances, and the procedure specified in Clauses 17.4.1 and 17.4.2 shall apply mutatis mutandis to such modifications. 17.5 Safety, breakdowns and accidents 17.5.1 The Concessionaire shall ensure safe conditions for the Users, and in the event of unsafe conditions, closures, diversions, breakdowns and accidents, it shall follow the relevant operating procedures including the setting up of temporary Lights and removal of obstruction and debris without delay. Such procedures shall conform to the provisions of this Agreement, Applicable Laws, Applicable Permits and Good Industry Practice. 17.5.2 The Concessionaire's responsibility for rescue operations on the Project shall be limited to an initial response to any particular incident until such time as the competent authority takes charge and shall include prompt removal of vehicles or debris or any other obstruction, which may endanger or interrupt the use of the Project. For this purpose, it shall maintain and operate a round-the-clock rescue post with equipment in accordance with Good Industry Practice. 17.6 De-commissioning due to Emergency 17.6.1 If, in the reasonable opinion of "
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,66,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,True,,,,km 213.000,False,False,True,"National Highways Authority of India Concession Agreement and 6 (six) hours in a day at a time specified by the Independent Engineer as off-peak hours when usage of the Project is comparatively lower. 17.7.3 Upon receiving the permission pursuant to Clause 17.7.1, the Concessionaire shall be entitled to close the designated part of the Project for the period specified therein, and in the event of any delay in re-opening such part, the Concessionaire shall pay Damages to the Authority calculated at the rate of 0.5 % (zero point Five per cent) of the Performance Security,for each day of delay until that part of the Project hasbeen re-opened for use. 17.8 Damages for breach of maintenance obligations 17.B.1 In the event that the Concessionaire fails to repair or rectify any defect or deficiency set forth in the Maintenance Requirements within the period specified therein, it shall be deemed to be in breach of this Agreement and the Authority shall be entitled to recover Damages, to be calculated and paid for each day of delay until the breach is cured, at the higher of (a) 2% (two per cent) of the Performance Security, and (b) 0.1% (zero point one per cent) of the cost of such repair or rectification as estimated by the Independent Engineer. Recovery of such Damages shall be without"
NHAI_AP_GIDDALUR_VINUKONDA,NHAI_Giddalur_Vinukonda_NH544D.pdf,67,IDENTIFIED_BRIDGE_CONDITION_CANDIDATE,D_INSUFFICIENT_FOR_LABEL,0,,,False,GOOD,,,km 212.; km 213.000; km 322.840,False,False,True,"National Highways Authority of India Concession Agreement the Authority may, without prejudice to any of its rights under this Agreement including Termination thereof, by notice require the Concessionaire to take reasonable measures immediately for rectifying or removing such hardship or danger, as the case may be. 17.10.2 In the event that the Concessionaire, upon notice under Clause 17.10.1, fails to rectify or remove any hardship or danger within a reasonable period, the Authority may exercise overriding powers under this Clause 17.10.2 and take over the performance of any or all the obligations of the Concessionaire to the extent deemed necessary by it for rectifying or removing such hardship or danger; provided that the exercise of such overriding powers by the Authority shall be of no greater scope and of no longer duration than is reasonably required hereunder; provided further that any costs and expenses incurred by the Authority in discharge of its obligations hereunder shall be deemed to be O&M Expenses, and the Authority shall be entitled to recover them from the Concessionaire in accordance with the provisions of Ciause 17.9 along with the Damages specified therein. 17.10.3 In the event of a national emergency, civil commotion or any other act specified in Clause 28.3"
